1.000000, -0.000537
2.000000, -0.000583

0.999998, -0.002008
1.999998, -0.002055

0.999990, -0.004461
1.999990, -0.004507

0.999969, -0.007894
1.999969, -0.007941

0.999924, -0.012308
1.999924, -0.012355

0.999843, -0.017702
1.999843, -0.017751

0.999710, -0.024075
1.999710, -0.024127

0.999506, -0.031426
1.999506, -0.031485

0.999210, -0.039752
1.999210, -0.039823

0.998796, -0.049049
1.998796, -0.049143

0.998239, -0.059313
1.998239, -0.059443

0.997509, -0.070538
1.997509, -0.070724

0.996573, -0.082715
1.996573, -0.082986

0.995397, -0.095833
1.995397, -0.096229

0.993945, -0.109880
1.993945, -0.110453

0.992177, -0.124839
1.992177, -0.125656

0.990053, -0.140692
1.990053, -0.141839

0.987532, -0.157416
1.987531, -0.159001

0.984571, -0.174987
1.984568, -0.177141

0.981125, -0.193376
1.981121, -0.196256

0.977150, -0.212550
1.977143, -0.216345

0.972602, -0.232475
1.972590, -0.237404

0.967437, -0.253112
1.967417, -0.259429

0.961610, -0.274419
1.961578, -0.282414

0.955078, -0.296354
1.955028, -0.306352

0.947798, -0.318871
1.947722, -0.331234

0.939729, -0.341920
1.939615, -0.357050

0.930830, -0.365453
1.930662, -0.383785

0.921060, -0.389420
1.920818, -0.411424

0.910383, -0.413766
1.910040, -0.439946

0.898760, -0.438440
1.898283, -0.469331

0.886156, -0.463387
1.885502, -0.499551

0.872535, -0.488552
1.871651, -0.530578

0.857863, -0.513879
1.856686, -0.562377

0.842107, -0.539310
1.840561, -0.594910

0.825238, -0.564786
1.823229, -0.628136

0.807223, -0.590247
1.804645, -0.662006

0.788034, -0.615632
1.784761, -0.696470

0.767645, -0.640876
1.763532, -0.731470

0.746029, -0.665913
1.740912, -0.766945

0.723164, -0.690676
1.716855, -0.802827

0.699029, -0.715093
1.691317, -0.839045

0.673605, -0.739091
1.664255, -0.875521

0.646877, -0.762594
1.635627, -0.912171

0.618833, -0.785522
1.605395, -0.948909

0.589464, -0.807794
1.573523, -0.985640

0.558766, -0.829325
1.539977, -1.022266

0.526740, -0.850027
1.504729, -1.058684

0.493390, -0.869808
1.467754, -1.094784

0.458726, -0.888578
1.429033, -1.130454

0.422766, -0.906239
1.388553, -1.165576

0.385531, -0.922695
1.346305, -1.200028

0.347051, -0.937846
1.302289, -1.233685

0.307363, -0.951592
1.256512, -1.266418

0.266508, -0.963833
1.208988, -1.298096

0.224540, -0.974465
1.159740, -1.328585

0.181517, -0.983388
1.108800, -1.357750

0.137508, -0.990501
1.056209, -1.385455

0.092589, -0.995704
1.002018, -1.411563

0.046844, -0.998902
0.946288, -1.435938

0.000368, -1.000000
0.889090, -1.458446

-0.046736, -0.998907
0.830507, -1.478954

-0.094357, -0.995538
0.770630, -1.497333

-0.142374, -0.989813
0.709563, -1.513457

-0.190658, -0.981657
0.647420, -1.527208

-0.239072, -0.971002
0.584324, -1.538469

-0.287471, -0.957789
0.520411, -1.547134

-0.335701, -0.941969
0.455826, -1.553103

-0.383604, -0.923498
0.390721, -1.556286

-0.431013, -0.902346
0.325261, -1.556601

-0.477756, -0.878492
0.259617, -1.553978

-0.523657, -0.851929
0.193968, -1.548359

-0.568535, -0.822659
0.128500, -1.539696

-0.612206, -0.790699
0.063405, -1.527957

-0.654483, -0.756077
-0.001121, -1.513122

-0.695180, -0.718836
-0.064875, -1.495184

-0.734107, -0.679033
-0.127655, -1.474153

-0.771080, -0.636739
-0.189255, -1.450052

-0.805912, -0.592036
-0.249468, -1.422921

